0	1
10	1
20	1
30	0
40	1
50	1
60	1
70	1
80	1
90	2
100	2
110	2
120	2
130	2
140	2
150	2
160	2
170	1
180	2
190	2
200	2
210	2
220	2
230	2
240	4
250	2
260	2
270	4
280	2
290	5
300	2
310	4
320	2
330	5
340	4
350	2
360	2
370	2
380	2
390	2
400	2
410	2
420	2
430	2
440	2
450	2
460	2
470	2
480	2
490	2
500	2
510	2
520	2
530	2
540	2
550	2
560	2
570	2
580	2
590	2
600	2
610	2
620	2
630	2
640	2
650	2
660	2
670	2
680	2
690	2
700	2
710	2
720	2
730	2
740	2
750	2
760	2
770	2
780	2
790	2
800	2
810	2
820	2
830	1
840	2
850	2
860	2
870	2
880	2
890	2
900	2
910	2
920	2
930	2
940	2
950	2
960	2
970	2
980	2
990	2
1000	2
1010	2
1020	2
1030	2
1040	2
1050	2
1060	2
1070	2
1080	2
1090	2
1100	2
1110	2
1120	4
1130	2
1140	4
1150	2
1160	2
1170	2
1180	2
1190	4
1200	2
1210	2
1220	5
1230	4
1240	2
1250	4
1260	2
1270	5
1280	4
1290	2
1300	2
1310	2
1320	4
1330	4
1340	2
1350	2
1360	4
1370	2
1380	1
1390	0
1400	0
1410	1
1420	1
1430	1
1440	1
1450	0
1460	0
1470	0
