0	1
10	1
20	1
30	2
40	2
50	2
60	1
70	2
80	2
90	2
100	2
110	2
120	5
130	1
140	1
150	2
160	2
170	5
180	5
190	5
200	2
210	5
220	5
230	1
240	5
250	5
260	5
270	1
280	5
290	5
300	5
310	5
320	5
330	5
340	5
350	5
360	5
370	5
380	5
390	5
400	5
410	5
420	5
430	5
440	5
450	5
460	5
470	5
480	5
490	5
500	5
510	5
520	5
530	5
540	5
550	4
560	5
570	5
580	4
590	5
600	4
610	5
620	5
630	5
640	4
650	1
660	5
670	5
680	5
690	5
700	5
710	5
720	5
730	5
740	5
750	5
760	5
770	5
780	5
790	5
800	5
810	5
820	5
830	5
840	5
850	5
860	5
870	5
880	5
890	5
900	5
910	5
920	5
930	5
940	5
950	5
960	5
970	5
980	5
990	5
1000	5
1010	5
1020	4
1030	4
1040	4
1050	5
1060	5
1070	5
1080	5
1090	2
1100	5
1110	5
1120	1
1130	1
1140	5
1150	5
1160	5
1170	5
1180	5
1190	5
1200	5
1210	5
1220	5
1230	5
1240	5
1250	5
1260	5
1270	5
1280	5
1290	5
1300	5
1310	5
1320	5
1330	5
1340	5
1350	5
1360	5
1370	5
1380	5
1390	5
1400	5
1410	5
1420	5
1430	5
1440	5
1450	5
1460	5
1470	5
1480	5
1490	5
1500	5
1510	5
1520	5
1530	5
1540	5
1550	4
1560	5
1570	5
1580	5
1590	5
1600	5
1610	5
1620	5
1630	5
1640	5
1650	5
1660	5
1670	5
1680	5
1690	5
1700	5
1710	5
1720	5
1730	5
1740	5
1750	5
1760	5
1770	5
1780	5
1790	5
1800	5
1810	5
1820	5
1830	5
1840	5
1850	5
1860	5
1870	5
1880	5
1890	5
1900	5
1910	5
1920	5
1930	5
1940	5
1950	5
1960	5
1970	5
1980	5
1990	5
2000	5
2010	5
2020	5
2030	5
2040	5
2050	5
2060	5
2070	1
2080	1
2090	1
2100	1
